"Category";"Group";"Type";"Message";"Location";"Assessment";"Since";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:290-294";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 12";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:264-302";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 32";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:78-113";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:51-51";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:31-32";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: use function of size of entries maybe?";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:29-29";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:16-16";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntriesLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:28-28";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:245-249";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: get entry sizes";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:55-55";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:6-6";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntries` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:20-20";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 5 instances of length 14";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:286-334";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `RetUpdResponseLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/RetUpdResponse.java:39-39";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.MouseGestures` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/MouseGestures/Gesture.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/MouseGestures/Gesture.java:98-102";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/MouseGestures/Gesture.java:77-81";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/MouseGestures/Gesture.java:67-68";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:9-10";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.MouseGestures` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:1-1";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Images for settings page?";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:66-66";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 14";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:23-40";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 45";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:20-76";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 15";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:21-39";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Images for settings page?";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:74-74";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Images for settings page?";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:58-58";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Images for settings page?";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:30-30";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Images for settings page?";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:38-38";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Images for settings page?";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:48-48";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 14";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:51-68";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 15";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:57-75";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Images for settings page?";"sourcefiles/tbaclient/src/TBA/MouseGestures/GesturesResource.java:22-22";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `PasswordSalt` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Security/PasswordHashing.java:65-65";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 26";"sourcefiles/tbaclient/src/TBA/Security/PasswordHashing.java:16-104";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Security/PasswordHashing.java:84-84";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Security/PasswordHashing.java:48-48";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Security/PasswordHashing.java:44-44";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Security` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Security/PasswordHashing.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Security/PasswordHashing.java:80-80";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Security/SaltGen.java:9-9";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Method must not be named like constructor";"Method `SaltGen` should not be named like the constructor";"sourcefiles/tbaclient/src/TBA/Security/SaltGen.java:16-16";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Security/SaltGen.java:11-15";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Security` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Security/SaltGen.java:1-1";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SaltGen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Security/SaltGen.java:16-16";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:40-41";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:69-70";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/No star imports";"Star import of `java.io.*` should not be used";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:8-8";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Equality check with boolean literal";"Avoid comparisons to boolean literals";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:96-96";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:103-106";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:83-86";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Catch of generic exception";"Catch clause catches generic exception `Exception`";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:68-70";"RED";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Reload` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:40-40";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:55-55";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:24-24";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `nowClip`";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:29-29";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Sounds` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:6-6";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Load` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:48-48";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/No star imports";"Star import of `javax.sound.sampled.*` should not be used";"sourcefiles/tbaclient/src/TBA/Sounds/SoundResources.java:9-9";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:154-154";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 148";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:18-350";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:126-126";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 10";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:24-68";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 31";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:212-281";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:66-66";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 28";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:212-273";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 14 instances of length 10";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:175-192";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:244-244";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:236-236";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:28-31";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 15";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:172-201";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: testGetBody, maybe for null";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:166-166";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:172-193";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 58";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:66-144";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:24-24";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:192-192";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:316-316";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 14 instances of length 10";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:330-347";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:18-18";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:200-200";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:347-347";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resTitle` is never read";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:117-117";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:127-127";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 11";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:24-70";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Comments should not contain nested comments";"Comment should not contain `//`";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:49-59";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:37-40";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `expResult` is never read";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:70-70";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:8-8";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `failResult` is never read";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:138-138";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:20-23";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:143-144";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO review the generated test code and remove the default call to fail.";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:56-56";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:280-280";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:308-308";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:272-272";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:174-174";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:214-214";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 16 instances of length 15";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:212-245";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Body` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:94-94";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/DiaryEntryTest.java:212-237";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:138-163";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 40";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:168-260";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:36-39";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:236-236";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 107";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:17-261";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:6-6";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:198-198";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:17-17";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:234-260";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:228-228";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:132-132";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 14 instances of length 10";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:141-162";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 24";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:108-163";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:110-110";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 15";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:138-171";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 10";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:23-53";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:27-30";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:259-259";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 44";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:51-102";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `failResult` is never read";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:97-97";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:51-51";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:23-23";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 16 instances of length 15";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:108-141";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:162-162";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:19-22";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:206-206";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:140-140";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:108-133";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:102-102";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 11";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:206-228";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/DiaryHeaderTest.java:170-170";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `failResult` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:78-78";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:93-93";"YELLOW";"default@1591478094031";
